ID,TARGET
1153125864,1
110666921,0
1152990546,0
1143298671,0
1153990240,1
1153601678,1
1035332346,1
16800144,0
15668337,0
346049485,0
155453783,0
632255836,0
648193731,1
623629187,1
1010361950,0
1406858588,1
1455960283,2
1153227632,1
1153220037,0
1145820286,0
6164974321,0
7454718934,0
1134621230,0
638656700,0
1148710846,1
107556810,0
6377662431,1
7437911224,0
6386150925,1
1132984841,1
10154178035,1
1152578505,0
1420462235,0
10444739497,1
1138934415,0
1152572591,0
10445587968,2
10427089371,1
1153945080,0
1154347351,0
1027908926,2
632409312,1
7394257037,1
7407522038,0
1153878848,0
1153820025,1
79072083,1
734358360,0
638166082,0
486029772,1
1050020461,2
737908422,1
10124976901,0
5388162988,0
1031443303,0
7410825198,0
7409994287,0
649051937,0
7418475748,0
123375881,0
123380126,1
628395332,1
1151272235,0
10447189465,1
1154018757,0
1140378584,2
734687806,1
1153082849,1
1153417067,0
1153071793,0
337917429,1
1035353315,2
1154215516,0
1037511015,0
1154124801,1
3112407904,1
6407691513,1
3212935311,2
3101542299,0
629972421,0
1153947645,1
1152421077,1
336091659,0
646304794,0
1063787088,1
382223431,1
639942497,2
374646591,1
155064636,1
1153448343,2
1064911838,2
1146874726,1
3110438235,1
374480222,0
1153026752,1
10151571454,0
1410726659,1
1143769513,0
361585025,2
3404285127,2
1147044164,1
590532719,0
1152643695,0
1134689466,0
5124422477,1
5119547306,0
3151561108,1
1064192870,0
1379888353,0
1127339943,1
1380581873,1
634795762,0
637731143,1
647710172,2
69705176,1
642840720,0
719148629,0
738888218,0
644170649,1
1154150422,1
643840853,1
1125864515,0
65838747,1
643406307,2
65224879,1
612905122,1
634302371,0
630433103,0
812144913,0
1036209685,1
8437784040,1
736190517,1
810537687,0
8403344867,0
821652654,0
1040898302,2
10298066193,2
818229969,0
830719139,0
377989229,1
635770750,1
1035508472,1
747669339,1
829488169,1
620331395,1
414987567,0
1011254405,0
85823318,0
811690885,0
107927374,0
108836474,2
88361565,0
373128695,2
89250539,0
1019753730,0
10444064550,2
450120581,0
437491529,1
821476656,0
88692129,1
1152398476,1
750785246,1
750305916,1
758743846,1
743096804,0
750693069,1
7299250178,1
760272700,1
752619419,0
1133047828,0
1150480269,1
562699448,1
528916394,0
561997600,0
117727369,0
16422498,0
1154305106,1
1148890752,0
127681653,0
1413840662,2
78810665,0
1151240350,0
3151908384,0
6379434409,0
10441639616,1
1154054762,0
632394868,1
1381583807,1
6165041003,0
1033003090,1
632580065,0
10430233485,1
632921290,0
7413030560,0
1380239191,2
728272423,0
1153037495,2
737201618,1
1148922839,0
1039979960,2
7435864305,1
1141640834,0
1394123150,2
1154241881,0
483742885,1
439780201,2
637452959,0
1141116048,1
1148477652,0
630979445,0
639527932,0
1150678066,1
7384789623,0
4108840401,1
646497755,2
1147954381,1
1154029144,1
1038901040,0
1057922674,0
633301743,0
648013514,1
10427412292,0
1395432178,1
1152495363,0
3164683998,0
334768232,0
1152508077,0
1152750506,0
336020538,0
1423865954,1
362630320,1
1152598533,0
1131009197,1
1152808420,0
395146085,0
1033086130,1
3116324887,1
1032669987,2
344988393,0
639526727,1
639623066,0
58913914,0
646926948,0
1435317549,0
1129555985,1
1387458262,2
1133593387,1
114245453,0
1149191740,0
1152402423,0
1150117889,0
3152145783,0
1438868168,2
1153023410,0
742362255,0
732813181,0
1060033697,1
3446601661,2
335191917,1
10213102890,0
587681402,0
335841383,0
571004710,0
571981811,0
3151440762,1
810658112,1
1145995385,0
398228735,1
370592802,0
5108554385,1
1142658567,1
1138256946,1
1300234904,0
1154151294,0
1035259745,2
1154312194,0
1149023150,0
1152422970,0
1452269650,0
395631889,1
580394562,0
639828462,1
7393844614,2
646090157,0
752358586,1
619358542,0
1150686396,0
643864939,1
636127826,1
1037132677,2
614857617,0
612319410,0
610357584,0
69706757,1
633161160,0
813424577,0
814805509,0
86355416,0
824192151,1
610364693,0
816034885,0
1019761770,1
812027264,0
1036465497,2
610856881,1
712484514,1
628940301,0
810036721,1
617750291,1
631904815,0
109175858,2
1018827340,2
633991614,1
712756372,0
629958195,0
451443454,1
435406452,1
810072312,0
109419506,0
10219824192,1
1010098539,0
826596114,1
825262382,0
820802696,1
3116556059,0
131858371,0
87598486,0
333331451,1
1150598481,0
1150571226,0
1148427131,1
819559019,1
810307513,0
467882961,1
821133481,0
831085310,0
85864555,0
462285411,1
85049738,0
86106974,0
819244641,0
87637330,1
1396284291,0
758871358,0
1153277252,0
749898878,0
7220411884,0
7418125417,0
7391064301,0
1419265785,1
398221633,1
368187297,1
3152218638,1
392359735,0
1153138347,0
131093045,0
1152304207,1
1154305651,0
1147834122,0
7393539900,1
1129349613,0
1141435015,1
19204811,0
338091927,0
6165034650,1
86638143,1
8299389817,1
6431517253,0
626302435,0
1389464970,1
6297766488,1
1152996358,2
1038333766,1
636465959,1
332641501,1
716545171,2
7439120340,1
1145376667,0
6386009146,1
727726426,0
16607817,1
1152643669,1
1132919891,0
7417395519,0
6431511710,0
469152233,0
753015066,2
757646511,0
1150775580,0
1442583965,1
6442315850,0
7411789422,0
1143220740,1
726664212,1
7412422316,1
395531999,2
123750879,0
751216421,0
5108236112,0
10444294750,0
1034299186,1
1072410484,0
639810762,1
810054175,0
10452580869,0
3213718868,2
10433207837,1
744227137,0
7424041637,1
1029425137,1
731284494,1
7403370736,0
1154266796,0
1035371040,1
1153540155,0
755201126,1
1152389852,1
3117707411,0
1032828303,2
1033852790,2
1154297091,1
1137147616,0
1152288253,0
1026302294,1
1152374411,0
648081843,1
3378318723,1
1380573802,2
1153881252,0
563278257,0
611987748,0
337258924,0
327351792,0
10395047169,2
373239839,2
1148724689,2
1153116691,0
384511020,2
1134298349,2
132498781,1
1143307627,2
1153923500,1
382218986,0
3393297498,0
10121838811,0
8165371630,1
89790717,0
59679075,0
398133203,0
1154356444,0
1152426818,0
1068189983,1
10151877659,2
332075356,0
10151498164,0
5417868965,1
1152523629,0
563291686,0
1132387455,2
564086710,0
568419407,0
5404228406,1
580334029,0
1152891922,0
121557038,0
641242631,0
1037654200,0
648074995,1
467622202,0
6449251111,0
643482307,0
630434738,1
635769712,0
613653226,0
647714639,0
1038771296,1
819420038,0
8299858791,1
641432758,1
820015274,0
87406346,0
640226889,1
88432525,1
69447822,0
361514461,1
109429685,1
642191821,0
7433072204,0
610618897,0
384576546,0
1039625797,1
641618240,0
86107838,0
10377482752,1
10410574447,2
821301091,0
621956028,0
611125319,0
639838651,1
1012005282,1
108091448,0
106406784,0
814225886,1
824950393,0
1149101299,1
106635632,0
1152460690,0
1427148521,0
338093905,0
89572966,0
109925404,0
88164870,1
811800121,0
822388609,0
8297131718,1
826720163,0
818410122,0
88450676,1
8390489745,0
85868794,0
7400754044,1
77716501,0
1152638385,0
74682159,0
756446778,1
718089041,0
75581319,2
1213828261,0
3112444966,1
3103880136,0
1153593068,0
1148249042,2
1146068284,0
10152932770,0
1136974288,0
129053560,1
10152958009,1
10444663309,0
1154201771,0
1153262454,0
1390759895,0
335154007,0
65847105,0
1128885026,1
1153990122,0
1152920177,1
1045159873,1
1400547336,2
635864647,1
1165766461,2
1031735460,1
7409218470,2
1148658284,1
15947849,0
6379013095,1
724544465,1
7299718795,1
1152580819,1
1148298209,1
7394511929,1
1142195322,1
1046683459,1
67054908,0
1148424518,0
1141574577,1
1143986213,0
648666982,0
7432537691,2
731280910,0
734686832,0
4406493388,1
1153577520,0
1032831465,1
6378010075,1
1134490184,0
1152424330,1
647639220,1
756164326,0
6394766619,0
3426952476,1
1031973834,0
1038761955,2
637131742,1
3414812663,1
1152634925,0
10435463890,2
133012360,0
1403503549,2
1154238186,0
1152376269,1
1152585019,1
1143032026,0
1143672267,0
1152616131,0
1153833766,0
1153839564,1
1154344900,0
1153217678,0
10377712219,0
647860029,0
1147902738,1
1134983428,1
610859807,0
3400350343,0
630978318,1
639046893,0
1034961977,1
59685020,0
734135397,0
1149239804,0
1152431834,1
1128790912,0
1152650924,1
1152627325,0
8379812905,0
1153526029,0
1146629616,1
363770659,1
3104041182,0
1135151691,1
564456499,0
5381770757,1
335974326,1
55487852,0
360027884,1
5108451909,0
1152655798,1
571042679,0
334060927,0
370585520,0
5121750940,0
1146977066,0
593490698,0
1153102487,0
1138112048,0
641304246,1
7408359681,0
634888204,1
638948664,0
1146917459,1
1047206245,2
633004515,0
815736775,0
8421493311,0
818868343,1
751026111,0
398604150,1
109118998,1
737100371,1
819855324,1
637454445,1
811997522,0
1021349938,1
78510449,0
634794305,0
822956773,0
715548332,0
7432773542,1
753058528,1
1149122128,0
106819140,1
457196725,0
104804910,1
87072835,1
345621531,1
815391878,0
818376824,0
831248180,0
1146540180,0
104983091,1
1164554137,1
8413556262,1
829676395,0
4453897241,0
1033138258,2
1130698714,0
1139792020,1
1152840938,1
1381029645,1
1146749456,1
1153056823,0
10124849010,0
132439144,0
1154300885,1
1153220246,1
1153630015,0
19007264,0
153502552,0
1033001152,1
1129756955,1
621447730,2
1153498162,0
15835178,1
1154266688,1
1152894964,1
1396277255,2
729291586,0
7394805569,0
1152328329,1
1145674506,0
1136991451,0
1152569554,1
1149342474,1
7453820464,1
732368715,0
632322057,0
1152465518,1
1383828105,1
1133874741,1
1154143159,0
1044610870,1
717617906,0
725090314,1
738030842,1
5395450603,1
617760498,0
623044752,2
7426799035,0
1036044259,1
3421372606,0
7442318715,1
633315706,1
1034300602,0
734206545,0
718136227,0
7440915516,1
616174521,0
1154275752,1
647980829,1
3104180441,1
647154226,1
756634304,0
10448232171,1
1032588751,2
1154232356,0
1153896417,0
1152787194,0
1152588405,0
1042478337,0
1153734838,0
1152479494,0
1153870351,0
1151166638,1
629976795,1
1384097701,0
633998801,0
6438193164,1
572391080,0
10423830831,0
56556934,1
1069429182,1
568335817,0
727219455,0
1149305399,0
1152731161,0
3430511662,1
386964175,0
5383740599,0
1147275031,1
5434531928,2
1153034085,1
815903649,1
373096510,2
3152060203,0
567188887,2
5108179677,1
363815125,1
1147540660,0
10124059090,2
1152305219,1
566379033,2
587679659,1
1152703192,1
565221572,0
1034163638,2
1384840138,2
3152080979,0
1126712529,0
3151556434,0
565995888,1
5104658489,1
569599609,0
1139162153,1
5105203039,1
565216604,1
759813275,1
10220917007,1
633142612,0
625242299,0
1154393930,2
645767797,0
644881407,0
1034631747,2
612911089,0
823892998,1
721815129,0
1041246162,2
644435870,0
3413171650,0
826390016,1
611982936,1
815726616,0
89107352,0
610859962,0
86109077,0
745510914,0
67054682,0
635767212,1
737404787,0
752103830,0
642306162,0
740173980,1
637831658,0
78231356,1
86173864,0
109860786,1
732306943,0
1013201967,0
757054438,2
714712016,0
738030859,0
108639425,0
4213097525,0
1150266271,1
155452029,0
10428646178,2
823279883,1
1427809846,1
821912380,0
108359296,0
87009940,1
810492576,0
86168125,1
1152438620,1
829473266,0
1129598334,1
417957604,0
636840804,1
4388403437,0
1027040402,1
461283078,1
822643799,0
432939530,1
459416008,0
1014380968,0
84925443,0
1154285112,0
361130022,0
821944419,1
344987710,0
1063142787,2
86308092,1
5404322192,0
88832073,0
88622622,0
5123922946,2
3101297434,0
86404599,0
826400415,1
523552710,2
87767399,1
529908721,0
4396524302,0
89101739,1
88445369,0
456965792,1
563330356,1
446463853,1
1023352234,0
87824645,0
5424469578,2
5112903100,0
512876368,0
580998992,2
5413142789,1
58918207,0
5403943941,0
436614240,1
459423596,0
87069271,0
599606819,1
1146631463,0
1140339836,1
1011464183,0
89738150,0
89710520,1
1152560415,1
441641423,1
733056323,1
360602492,0
7394768696,1
1081193642,1
727698517,0
10444015447,1
5440559882,0
1053190456,1
567179934,0
5386255045,1
366879781,0
463465234,0
1039912231,1
3151866848,1
7436391616,1
10433164734,1
3152015696,0
75748189,0
5377436606,0
733205927,1
75412221,0
3420565669,0
1153013408,0
722883466,0
106256455,1
571182665,0
529949657,1
5101953706,1
518922575,0
746989137,1
571007040,1
732891756,0
750288008,2
3433337064,1
6377081311,0
67053161,0
567451418,1
620858829,0
329067409,1
1024009170,1
1153102654,0
1148239045,0
366944001,0
1153628574,1
1145432183,2
334696594,1
3383075915,1
448364712,2
471497567,1
814598211,0
8403786486,0
361587921,0
88837335,0
3100973487,0
360542576,1
362642796,1
8415076177,0
333703111,0
3379408771,2
421622071,0
334523235,1
8392493071,0
1032385089,0
1010643377,1
486225041,0
4407746996,1
820052904,1
8446588347,0
811226953,0
370500711,0
369465555,0
817709235,0
1394131888,0
813457609,0
57534020,1
521034297,0
435494605,0
345978450,0
333968669,0
395482603,0
472536265,0
811141974,0
335680068,0
810904632,0
3391953162,1
811442261,1
610361023,0
447368538,0
4103438458,0
3110589858,1
3116179417,1
741088319,0
461287067,1
752610957,0
438126410,1
636134697,1
643295285,2
120840589,0
435660664,0
1153865904,0
1144006556,2
8440832890,0
465610926,0
1152627591,1
634942085,1
1152456414,0
1154213793,0
10439604984,1
828996889,0
458555545,0
754876801,0
750776246,1
10377483098,2
1153986420,1
740687162,0
8389212528,0
8441148217,0
76248219,1
481744290,0
376288692,2
1148968455,0
366835294,0
450915354,1
87828791,1
46146381,0
448914301,1
3151924616,0
1153939584,0
485763127,1
3106774229,2
330762822,1
111958139,0
1068024279,1
588181346,1
107502176,0
1014050271,1
820356449,0
8296726488,1
826748073,1
8398385783,1
7296789568,1
825205287,1
824083246,1
85173673,1
824126090,0
731836801,0
754566481,2
472806949,1
8393274514,1
108990535,1
1147520754,1
820569632,0
817488305,0
344666283,0
86349481,1
10401627615,0
5114873747,1
831461908,0
336158066,0
4398754254,1
389255249,2
463657307,0
810738905,0
84918024,1
4405499739,1
4387506068,0
1152753265,1
5421290081,0
814238635,0
8435832568,1
452374430,0
5404800337,0
563179697,1
595901530,1
811593820,2
5411506876,0
516460018,0
10121462169,0
563340963,1
585007837,1
443645881,0
5121131212,0
5119975518,0
830852669,1
830213043,0
1142795651,1
88350012,0
449794169,0
87584460,0
86644256,2
7440534901,1
575216582,1
573955934,1
5297819747,1
5414311702,2
750751570,1
716499034,0
731287973,0
333471993,1
750194645,0
1016506662,1
595930676,2
374716330,1
1021220050,1
3298896131,0
562154285,1
733508427,1
5443866520,1
525774026,0
1052152874,0
360054951,1
712166774,1
7403790609,2
56200991,0
1056759577,2
1407651728,0
1420229871,1
744659750,1
1018108071,1
1045153405,1
7394999416,1
568272460,0
756149675,0
3436144276,2
520319464,1
335631302,0
345268637,1
566355856,1
1046236363,0
10448455414,2
3152263312,0
639023559,0
750360491,1
68083103,0
3116293436,1
637128869,0
366949612,0
3403229606,1
333963096,1
395417436,0
1152738546,1
3296630795,0
360027531,1
3389160026,0
336155417,1
1153017908,1
436359703,1
1138073395,1
3426893383,0
824585332,1
1033166012,1
4388981551,0
443375005,1
411738362,1
3151714056,0
346050896,0
817656224,0
10444178299,0
10423817589,1
333870032,0
345277416,0
10443469736,2
1011257539,2
3151378444,1
8390014198,1
827382624,0
3380087217,1
828687319,1
3424904335,0
3379759065,0
435560377,0
3117864894,1
444779090,0
370467943,0
437796440,1
494130071,0
8414160790,0
3152196408,1
831235141,0
373187110,0
827038729,0
3213123315,0
48153486,0
1016023455,0
104703982,2
8419193347,1
416875543,1
331881515,1
829643569,0
457954865,1
816182481,0
816418139,0
6432209956,0
632589018,0
811443733,1
646236327,0
8417442869,1
108162739,1
369306730,2
644120788,0
77715958,1
7428724284,1
7386499043,1
733202493,0
432422161,0
4438553551,1
4425471302,0
1147528149,1
467833935,0
434264801,0
444061715,1
1153891548,1
133272013,0
1153086185,1
1423285814,1
1153210462,1
1153796674,1
4297125251,0
104990762,1
8436353049,0
1024467368,0
1154345268,1
477545463,1
84493725,1
108117274,1
732550301,0
334283363,0
753001995,0
345487008,1
369413680,0
362568540,0
474401208,0
438524857,1
461376421,0
4406044989,0
469199983,2
361588251,0
333644027,0
1153614676,1
1153890894,1
640651746,0
362693799,1
10154365832,1
1152969764,0
455336469,0
378060292,0
10154307491,0
1149188804,1
8385897880,1
86409990,0
474359677,0
821156640,0
635942399,0
829346688,0
491100411,2
414570508,0
484081571,1
828818811,1
821530171,1
830138929,0
10299399908,2
830326852,0
87921966,0
828616216,0
812719511,1
821146095,0
86600167,0
818730811,0
815200174,1
3104617622,0
366959787,0
333521051,1
446834873,0
55703331,1
338148672,0
86057787,0
439186013,0
5122183840,0
88303148,0
415822945,1
5120098917,1
89175556,0
830858120,0
1152809065,0
89110680,1
566249049,0
5108098834,1
511293138,1
89246631,0
4396351964,1
415825538,0
1072035368,1
519914069,0
450812440,1
444355269,0
5115606803,0
510752390,0
419465502,0
437887019,1
85065442,1
86793280,0
7297787761,0
86638210,0
593316798,0
569511817,1
5389093163,1
345327443,1
511279315,0
754886976,1
1037008765,0
450376902,0
3401249474,0
587508522,0
398610325,1
733509007,0
433262133,1
443657926,0
741234705,1
738319104,1
1047537813,1
1044521877,1
318076906,0
732984737,1
1134183807,1
758280823,0
722310693,0
752352732,2
737406983,0
724530879,0
389988398,0
7427704434,0
7415090365,1
337399663,0
1051756555,2
1153656492,1
10436779486,0
567483133,2
5102138486,1
1027728461,1
562969851,1
3151542685,0
747396393,0
711891494,1
593319203,1
336145131,1
7388558058,0
637546342,0
746724145,1
759192921,0
373132034,0
1152729196,0
366970395,1
324870701,0
3441598367,1
371761258,0
1153784615,1
1028043949,0
8440463831,0
451042603,0
812134048,0
1022929786,1
3114358460,1
817811904,0
3387669825,1
3435749287,1
811713871,0
8414905023,2
1064858087,1
346057253,1
86417612,1
336370110,0
1032687580,0
824051243,0
432204971,0
827998923,0
361543288,0
468929906,0
86824625,0
3114413152,0
827111679,1
10441781307,0
1071729740,2
486646983,0
820517034,1
10151593415,1
8404459702,0
810496922,0
3427326005,1
3151777927,0
10445829432,1
8407984969,1
810243308,0
819212030,1
460924180,0
5413139988,1
817703349,1
333521182,0
822257991,0
590339576,2
1013673507,2
569716615,0
5102455302,0
5118168197,2
8420510893,0
571131320,0
345274831,0
1031647694,1
8408342554,0
1039695372,1
381934901,0
1036468747,0
10441397249,0
384315217,0
447370146,1
1035159752,0
6414386918,0
491641503,2
1410864311,1
1437977028,0
4100634105,1
440166268,0
755641763,1
4105979963,1
457820000,0
444075340,1
1149556109,0
457697815,1
1164615233,1
1419234808,0
1153823417,1
1400880639,1
1154347230,0
636843157,0
4422741652,0
7437910161,1
438010135,0
368152503,0
75749047,0
632663444,0
460948637,2
333224701,0
4100591411,2
86837477,1
361457164,1
811313757,0
1386959556,0
5418060677,0
1152394471,1
566136225,2
459045818,2
1408126236,0
3114420881,0
1154145220,0
345983579,1
345839297,2
460936559,0
7409273335,0
829144829,0
467792312,1
630981404,1
827097707,0
86114326,0
85306167,0
751017244,0
813549050,0
4421736258,1
820397923,0
4102747273,0
828026691,1
107823140,0
84435447,0
344990177,1
3151375211,0
3393589088,2
828012755,1
378033067,0
467755213,1
3151507396,0
84498059,0
4386442560,0
337468122,0
819854267,1
336730449,1
467985704,1
523548380,1
1065370566,0
4100435842,0
816625708,0
88620549,0
8394456401,1
8397444651,1
810045121,0
59686771,1
565070810,1
563114631,0
435892992,1
434753504,0
523586104,2
5124267589,2
1012299199,1
460937193,0
47105103,0
474400925,0
5124354532,1
431129347,0
5418171599,0
590086395,1
574796009,2
449399238,1
1154410284,0
58574119,0
87642699,0
750020520,1
830714462,0
715993422,1
87129105,1
566991815,0
89392507,0
568262695,0
78763282,0
4434216825,2
7391281870,0
758748768,1
1024893092,1
1426541468,0
462381145,1
332736657,0
387047113,2
7299885406,0
77973179,0
494063770,0
571173630,1
7384242123,1
1044994940,1
736715470,0
1152504615,1
751020471,2
584809575,1
1386383596,0
578585831,1
314536162,0
1153495680,2
3398532523,0
734938436,0
736998636,1
333172641,0
1032887642,0
1045231764,0
68867277,0
3100663550,0
7387262213,1
3384067742,0
3411158408,1
1147783229,0
362674165,2
3107446141,1
333966199,1
6165052947,1
3151771241,0
336199115,0
1153201422,1
3426967017,1
472886097,0
8392376211,0
8427282895,0
1069403179,0
4164188414,1
338017427,0
1071727844,2
817713524,1
336800921,0
4407163959,0
1061138221,0
827760977,1
3424333692,0
108169130,1
338096630,0
814063342,0
369424965,0
8427885200,0
320465690,2
10151817084,1
4408511558,1
8440904165,1
8412997217,0
817652727,1
105803897,1
810817569,1
818362418,1
85479836,1
3106738885,0
389690984,0
1012135365,2
822749040,0
392247088,1
8422983549,0
429619320,0
329062117,0
1010901807,0
1092635712,1
10449971131,1
523608167,0
8407987190,0
368130873,1
3151576209,1
610149614,1
491189290,1
1153998257,1
3106657893,2
3399105835,0
337912549,0
469992840,2
736110287,1
474105238,1
1401369789,0
1150885131,0
4421919106,0
433495778,0
1153191934,0
1154337529,0
1153834350,0
10421126616,0
429082901,0
7394089320,1
486365386,2
346056199,0
364810541,1
4390908751,0
7393553823,0
3433838673,1
472779959,1
810808312,1
336270882,0
1016348520,0
8299741294,2
815889689,0
472946885,0
371764549,0
373154746,0
360018112,0
325937955,0
460944059,1
1134439597,0
3164338659,0
826560102,0
8390479207,1
827041295,0
819105086,0
819412827,0
824934449,0
8454489082,1
